Provincia,Codice Istat,Comune,Zona,Residenti 2008,Superficie (ha)
PV,18055,CORNALE,B,742,258
PV,18056,CORTEOLONA,B,2227,1004
PV,18057,CORVINO SAN QUIRICO,B,1077,448
PV,18058,COSTA DE' NOBILI,B,368,1188
PV,18059,COZZO,B,382,1744
PV,18061,DORNO,B,4624,3051
PV,18062,FERRERA ERBOGNONE,B,1142,1954
PV,18063,FILIGHERA,B,861,823
PV,18065,FRASCAROLO,B,1248,2423
PV,18066,GALLIAVOLA,B,230,854
PV,18067,GAMBARANA,B,258,1184
PV,18068,GAMBOLO',B,10114,5458
PV,18069,GARLASCO,B,9809,3903
PV,18070,GENZONE,B,365,402
PV,18071,GERENZAGO,B,1352,539
PV,18072,GIUSSAGO,B,4869,2485
PV,18075,GRAVELLONA LOMELLINA,B,2593,2044
PV,18076,GROPELLO CAIROLI,B,4589,2627
PV,18077,INVERNO E MONTELEONE,B,1238,985
PV,18078,LANDRIANO,B,5949,1580
PV,18079,LANGOSCO,B,432,1540
PV,18080,LARDIRAGO,B,1248,545
PV,18081,LINAROLO,B,2638,1302
PV,18082,LIRIO,B,145,181
PV,18083,LOMELLO,B,2363,2222
PV,18084,LUNGAVILLA,B,2369,691
PV,18085,MAGHERNO,B,1596,510
PV,18087,MARZANO,B,1573,933
PV,18088,MEDE,B,7091,3317
PV,18090,MEZZANA BIGLI,B,1144,1872
PV,18091,MEZZANA RABATTONE,B,517,638
PV,18093,MIRADOLO TERME,B,3777,961
PV,18095,MONTEBELLO DELLA BATTAGLIA,B,1725,1579
PV,18097,MONTESCANO,B,386,237
PV,18099,MONTICELLI PAVESE,B,737,2026
PV,18100,MONTU' BECCARIA,B,1746,1549
PV,18101,MORNICO LOSANA,B,729,814
PV,18102,MORTARA,B,15638,5220
PV,18103,NICORVO,B,370,811
PV,18104,OLEVANO DI LOMELLINA,B,814,1534
PV,18105,OLIVA GESSI,B,183,387
PV,18106,OTTOBIANO,B,1188,2449
PV,18107,PALESTRO,B,2033,1893
PV,18108,PANCARANA,B,331,668
PV,18109,PARONA,B,2060,915
PV,18111,PIETRA DE' GIORGI,B,932,1114
PV,18112,PIEVE ALBIGNOLA,B,931,1742
PV,18113,PIEVE DEL CAIRO,B,2186,2631
PV,18114,PIEVE PORTO MORONE,B,2804,1623
PV,18115,PINAROLO PO,B,1716,1105
PV,18116,PIZZALE,B,709,711
PV,18118,PORTALBERA,B,1548,440
PV,18119,REA,B,435,210
PV,18120,REDAVALLE,B,1055,544
PV,18121,RETORBIDO,B,1414,1140
PV,18122,RIVANAZZANO,B,5135,2930
PV,18123,ROBBIO LOMELLINA,B,6179,4023
PV,18124,ROBECCO PAVESE,B,566,693
PV,18127,ROGNANO,B,585,944
PV,18129,RONCARO,B,1236,499
PV,18130,ROSASCO,B,676,1960
PV,18131,ROVESCALA,B,946,844
PV,18133,SAN CIPRIANO PO,B,506,681
PV,18134,SAN DAMIANO AL COLLE,B,735,656
PV,18136,SAN GIORGIO DI LOMELLINA,B,1173,2597
PV,18145,SAN ZENONE AL PO,B,604,707
PV,18138,SANNAZZARO DE' BURGONDI,B,5930,2323
PV,18139,SANTA CRISTINA E BISSONE,B,2014,2211
PV,18140,SANTA GIULETTA,B,1702,1166
PV,18144,SANT'ANGELO LOMELLINA,B,884,1047
PV,18146,SARTIRANA LOMELLINA,B,1813,2974
PV,18147,SCALDASOLE,B,979,1166
PV,18148,SEMIANA,B,251,991
PV,18149,SILVANO PIETRA,B,707,1358
PV,18150,SIZIANO,B,5820,1200
PV,18151,SOMMO,B,1115,1628
PV,18152,SPESSA,B,593,1225
PV,18153,STRADELLA,B,11603,1879
PV,18154,SUARDI,B,680,999
PV,18155,TORRAZZA COSTE,B,1676,1623
PV,18156,TORRE BERETTI E CASTELLARO,B,604,1742
PV,18157,TORRE D'ARESE,B,964,438
PV,18158,TORRE DE' NEGRI,B,348,402
PV,18160,TORREVECCHIA PIA,B,3289,1643
PV,18161,TORRICELLA VERZATE,B,832,352
PV,18163,TRIVOLZIO,B,1860,386
PV,18164,TROMELLO,B,3807,3510
PV,18165,TROVO,B,1004,817
PV,18167,VALEGGIO,B,236,975
PV,18168,VALLE LOMELLINA,B,2244,2728
PV,18172,VELEZZO LOMELLINA,B,100,837
PV,18173,VELLEZZO BELLINI,B,2995,796
PV,18174,VERRETTO,B,379,274
PV,18175,VERRUA PO,B,1295,1103
PV,18176,VIDIGULFO,B,5915,1521
PV,18178,VILLA BISCOSSI,B,73,502
PV,18179,VILLANOVA D'ARDENGHI,B,773,568
PV,18180,VILLANTERIO,B,3176,1475
PV,18181,VISTARINO,B,1583,953
PV,18182,VOGHERA,B,39802,6335
PV,18185,ZECCONE,B,1668,551
PV,18186,ZEME,B,1152,2485
PV,18187,ZENEVREDO,B,486,541
PV,18188,ZERBO,B,454,649
PV,18189,ZERBOLO',B,1612,3747
PV,18190,ZINASCO,B,3193,2880
PV,18007,BAGNARIA,C,683,1666
PV,18016,BORGO PRIOLO,C,1415,2889
PV,18017,BORGORATTO MORMOROLO,C,433,1605
PV,18021,BRALLO DI PREGOLA,C,746,4642
PV,18028,CANEVINO,C,116,479
PV,18042,CECIMA,C,242,1013
PV,18064,FORTUNAGO,C,386,1785
PV,18073,GODIASCO,C,3171,2059
PV,18074,GOLFERENZO,C,214,431
PV,18089,MENCONICO,C,404,2840
PV,18094,MONTALTO PAVESE,C,946,1917
PV,18096,MONTECALVO VERSIGGIA,C,582,1127
PV,18098,MONTESEGALE,C,325,1483
PV,18117,PONTE NIZZA,C,850,2319
PV,18125,ROCCA DE' GIORGI,C,68,1049
PV,18126,ROCCA SUSELLA,C,236,1277
PV,18128,ROMAGNESE,C,754,2937
PV,18132,RUINO,C,767,2136
PV,18142,SANTA MARGHERITA DI STAFFORA,C,554,3689
PV,18143,SANTA MARIA DELLA VERSA,C,2576,1852
PV,18166,VAL DI NIZZA,C,681,2941
PV,18170,VALVERDE,C,316,1488
PV,18171,VARZI,C,3404,5838
PV,18183,VOLPARA,C,130,392
PV,18184,ZAVATTARELLO,C,1071,2854
SO,14001,ALBAREDO PER SAN MARCO,C,357,1897
SO,14004,APRICA,C,1621,2045
SO,14006,BEMA,C,134,1966
SO,14009,BORMIO,C,4100,4172
SO,14012,CAMPODOLCINO,C,1057,4844
SO,14013,CASPOGGIO,C,1531,727
SO,14019,CHIESA IN VALMALENCO,C,2661,10706
SO,14022,CIVO,C,1084,2506
SO,14031,GEROLA ALTA,C,210,3695
SO,14033,GROSIO,C,4693,12676
SO,14034,GROSOTTO,C,1626,5306
SO,14036,LANZADA,C,1397,11725
SO,14037,LIVIGNO,C,5909,21137
SO,14038,LOVERO,C,658,1351
SO,14035,MADESIMO,C,565,8535
SO,14040,MAZZO DI VALTELLINA,C,1056,1537
SO,14041,MELLO,C,1005,1151
SO,14042,MENAROLA,C,43,1459
SO,14047,PEDESINA,C,33,638
SO,14050,PIURO,C,1974,8567
SO,14055,RASURA,C,296,594
SO,14058,SAN GIACOMO FILIPPO,C,428,6128
SO,14059,SERNIO,C,496,947
SO,14060,SONDALO,C,4301,9548
SO,14062,SPRIANA,C,101,819
SO,14064,TARTANO,C,201,4779
SO,14067,TORRE DI SANTA MARIA,C,847,4471
SO,14068,TOVO DI SANT'AGATA,C,619,1108
SO,14074,VAL MASINO,C,950,11653
SO,14071,VALDIDENTRO,C,4033,24442
SO,14072,VALDISOTTO,C,3481,8822
SO,14073,VALFURVA,C,2719,21445
SO,14076,VERVIO,C,220,1231
SO,14077,VILLA DI CHIAVENNA,C,1064,3268
SO,14002,ALBOSAGGIA,C D,3167,3404
SO,14003,ANDALO VALTELLINO,C D,554,668
SO,14005,ARDENNO,C D,3308,1704
SO,14007,BERBENNO DI VALTELLINA,C D,4377,3591
SO,14008,BIANZONE,C D,1279,1730
SO,14010,BUGLIO IN MONTE,C D,2082,2776
SO,14011,CAIOLO,C D,1026,3337
SO,14014,CASTELLO DELL'ACQUA,C D,696,1414
SO,14015,CASTIONE ANDEVENNO,C D,1568,1700
SO,14016,CEDRASCO,C D,467,1449
SO,14017,CERCINO,C D,753,577
SO,14018,CHIAVENNA,C D,7310,1102
SO,14020,CHIURO,C D,2545,5159
SO,14021,CINO,C D,373,503
SO,14023,COLORINA,C D,1497,1792
SO,14024,COSIO VALTELLINO,C D,5428,2390
SO,14025,DAZIO,C D,429,374
SO,14026,DELEBIO,C D,3173,2243
SO,14027,DUBINO,C D,3492,1285
SO,14028,FAEDO VALTELLINO,C D,551,496
SO,14029,FORCOLA,C D,842,1526
SO,14030,FUSINE,C D,634,3721
SO,14032,GORDONA,C D,1821,4915
SO,14039,MANTELLO,C D,751,362
SO,14043,MESE,C D,1731,411
SO,14044,MONTAGNA IN VALTELLINA,C D,3007,4501
SO,14045,MORBEGNO,C D,12038,1479
SO,14046,NOVATE MEZZOLA,C D,1836,9976
SO,14048,PIANTEDO,C D,1297,673
SO,14049,PIATEDA,C D,2327,7093
SO,14051,POGGIRIDENTI,C D,1881,293
SO,14052,PONTE IN VALTELLINA,C D,2295,6757
SO,14053,POSTALESIO,C D,648,1069
SO,14054,PRATA CAMPORTACCIO,C D,2880,2778
SO,14056,ROGOLO,C D,583,1305
SO,14057,SAMOLACO,C D,2926,4520
SO,14061,SONDRIO,C D,22331,2060
SO,14063,TALAMONA,C D,4732,2124
SO,14065,TEGLIO,C D,4765,11537
SO,14066,TIRANO,C D,9248,3256
SO,14069,TRAONA,C D,2498,668
SO,14070,TRESIVIO,C D,2009,1489
SO,14075,VERCEIA,C D,1101,1161
SO,14078,VILLA DI TIRANO,C D,2983,2451
VA,12002,ALBIZZATE,A,5185,382
VA,12005,ARSAGO SEPRIO,A,4851,1038
VA,12006,AZZATE,A,4473,463
VA,12008,BARASSO,A,1747,402
VA,12012,BESNATE,A,5375,770
VA,12016,BODIO LOMNAGO,A,2097,414
VA,12023,BRUNELLO,A,1051,167
VA,12025,BUGUGGIATE,A,3143,263
VA,12029,CAIRATE,A,7836,1134
VA,12030,CANTELLO,A,4590,917
VA,12032,CARDANO AL CAMPO,A,14393,942
VA,12033,CARNAGO,A,6373,624
VA,12035,CARONNO VARESINO,A,4938,567
VA,12038,CASCIAGO,A,3895,402
VA,12039,CASORATE SEMPIONE,A,5730,697
VA,12044,CASTELSEPRIO,A,1284,400
VA,12046,CASTIGLIONE OLONA,A,7853,712
VA,12047,CASTRONNO,A,5340,372
VA,12048,CAVARIA CON PREMEZZO,A,5585,331
VA,12049,CAZZAGO BRABBIA,A,827,458
VA,12050,CISLAGO,A,9929,1091
VA,12055,COMERIO,A,2643,555
VA,12057,CROSIO DELLA VALLE,A,592,152
VA,12064,DAVERIO,A,3043,406
VA,12067,FAGNANO OLONA,A,11917,892
VA,12068,FERNO,A,6899,874
VA,12071,GALLIATE LOMBARDO,A,962,374
VA,12072,GAVIRATE,A,9416,1250
VA,12073,GAZZADA SCHIANNO,A,4624,480
VA,12077,GOLASECCA,A,2641,750
VA,12078,GORLA MAGGIORE,A,5105,541
VA,12079,GORLA MINORE,A,8426,780
VA,12080,GORNATE OLONA,A,2189,462
VA,12085,JERAGO CON ORAGO,A,5075,395
VA,12089,LONATE CEPPINO,A,4854,483
VA,12090,LONATE POZZOLO,A,12009,2882
VA,12091,LOZZA,A,1253,167
VA,12093,LUVINATE,A,1319,418
VA,12096,MALNATE,A,16500,895
VA,12098,MARNATE,A,7044,485
VA,12105,MORAZZONE,A,4380,548
VA,12106,MORNAGO,A,4834,1221
VA,12107,OGGIONA CON SANTO STEFANO,A,4334,275
VA,12108,OLGIATE OLONA,A,12061,710
VA,12120,SESTO CALENDE,A,10818,2502
VA,12121,SOLBIATE ARNO,A,4296,300
VA,12122,SOLBIATE OLONA,A,5595,491
VA,12123,SOMMA LOMBARDO,A,17226,3044
VA,12124,SUMIRAGO,A,6227,1155
VA,12127,TRADATE,A,17724,2134
VA,12133,VARESE,A,81788,5463
VA,12134,VEDANO OLONA,A,7373,712
VA,12136,VENEGONO INFERIORE,A,6365,582
VA,12137,VENEGONO SUPERIORE,A,7105,686
VA,12138,VERGIATE,A,8961,2164
VA,12140,VIZZOLA TICINO,A,578,783
VA,12026,BUSTO ARSIZIO,AGG MI,81716,3055
VA,12034,CARONNO PERTUSELLA,AGG MI,15624,867
VA,12040,CASSANO MAGNAGO,AGG MI,21387,1228
VA,12042,CASTELLANZA,AGG MI,14374,688
VA,12070,GALLARATE,AGG MI,51214,2098
VA,12075,GERENZANO,AGG MI,10192,987
VA,12109,ORIGGIO,AGG MI,7270,806
VA,12118,SAMARATE,AGG MI,16265,1585
VA,12119,SARONNO,AGG MI,38749,1089
VA,12130,UBOLDO,AGG MI,10323,1071
VA,12001,AGRA,C,409,290
VA,12003,ANGERA,C,5667,1765
VA,12004,ARCISATE,C,9933,1206
VA,12007,AZZIO,C,808,247
VA,12009,BARDELLO,C,1540,229
VA,12010,BEDERO VALCUVIA,C,636,251
VA,12011,BESANO,C,2551,350
VA,12013,BESOZZO,C,9118,1406
VA,12014,BIANDRONNO,C,3255,822
VA,12015,BISUSCHIO,C,4228,723
VA,12017,BREBBIA,C,3351,674
VA,12018,BREGANO,C,791,234
VA,12019,BRENTA,C,1774,433
VA,12020,BREZZO DI BEDERO,C,1162,971
VA,12021,BRINZIO,C,881,656
VA,12022,BRISSAGO VALTRAVAGLIA,C,1236,610
VA,12024,BRUSIMPIANO,C,1138,621
VA,12027,CADEGLIANO VICONAGO,C,1849,999
VA,12028,CADREZZATE,C,1774,476
VA,12031,CARAVATE,C,2641,530
VA,12036,CASALE LITTA,C,2650,1062
VA,12037,CASALZUIGNO,C,1374,714
VA,12041,CASSANO VALCUVIA,C,667,403
VA,12043,CASTELLO CABIAGLIO,C,544,686
VA,12045,CASTELVECCANA,C,2055,2036
VA,12051,CITTIGLIO,C,3965,1149
VA,12052,CLIVIO,C,1963,315
VA,12053,COCQUIO TREVISAGO,C,4749,941
VA,12054,COMABBIO,C,1166,489
VA,12056,CREMENAGA,C,808,450
VA,12058,CUASSO AL MONTE,C,3571,1613
VA,12059,CUGLIATE FABIASCO,C,3081,689
VA,12060,CUNARDO,C,2885,590
VA,12061,CURIGLIA CON MONTEVIASCO,C,192,1085
VA,12062,CUVEGLIO,C,3435,763
VA,12063,CUVIO,C,1678,605
VA,12065,DUMENZA,C,1457,1835
VA,12066,DUNO,C,159,248
VA,12069,FERRERA DI VARESE,C,685,150
VA,12074,GEMONIO,C,2869,367
VA,12076,GERMIGNAGA,C,3736,371
VA,12081,GRANTOLA,C,1310,208
VA,12082,INARZO,C,1061,246
VA,12083,INDUNO OLONA,C,10345,1238
VA,12084,ISPRA,C,5174,1384
VA,12086,LAVENA PONTE TRESA,C,5600,447
VA,12087,LAVENO MOMBELLO,C,9098,2805
VA,12088,LEGGIUNO,C,3516,1544
VA,12092,LUINO,C,14294,2067
VA,12094,MACCAGNO,C,2042,1618
VA,12095,MALGESSO,C,1296,272
VA,12097,MARCHIROLO,C,3407,534
VA,12099,MARZIO,C,305,192
VA,12100,MASCIAGO PRIMO,C,288,185
VA,12101,MERCALLO,C,1819,535
VA,12102,MESENZANA,C,1440,489
VA,12103,MONTEGRINO VALTRAVAGLIA,C,1411,1022
VA,12104,MONVALLE,C,1963,341
VA,12110,ORINO,C,851,370
VA,12111,OSMATE LENTATE,C,738,370
VA,12112,PINO SULLA SPONDA DEL LAGO MAGGIORE,C,232,835
VA,12113,PORTO CERESIO,C,3063,557
VA,12114,PORTO VALTRAVAGLIA,C,2420,1588
VA,12115,RANCIO VALCUVIA,C,952,440
VA,12116,RANCO,C,1370,798
VA,12117,SALTRIO,C,3053,344
VA,12141,SANGIANO,C,1488,213
VA,12125,TAINO,C,3765,785
VA,12126,TERNATE,C,2462,479
VA,12128,TRAVEDONA MONATE,C,4009,926
VA,12129,TRONZANO LAGO MAGGIORE,C,266,1068
VA,12131,VALGANNA,C,1605,1231
VA,12132,VARANO BORGHI,C,2313,328
VA,12135,VEDDASCA,C,290,1701
VA,12139,VIGGIU',C,5243,928
